order_id,subscriber_id,order_date,plan_tier,amount,cogs,status,payment_method
ORD-5090,SUB-1008,2024-06-08,Premium,54.84461736372793,18.5,completed,card
ORD-5091,SUB-1008,2024-07-10,Premium,54.39322724548917,18.5,completed,card
ORD-5092,SUB-1008,2024-08-08,Premium,55.9901981808751,18.5,completed,card
ORD-5093,SUB-1008,2024-09-10,Premium,56.032904750142166,18.5,completed,mpesa
ORD-5094,SUB-1008,2024-10-10,Premium,54.721354216334376,18.5,completed,card
ORD-5095,SUB-1008,2024-11-10,Premium,55.35412705089548,18.5,completed,paypal
ORD-5096,SUB-1008,2024-12-08,Premium,54.34538569252533,18.5,completed,card
ORD-5097,SUB-1010,2023-01-08,Classic,34.910404877246464,13.0,completed,paypal
ORD-5098,SUB-1010,2023-02-06,Classic,34.70086564984962,13.0,failed,card
ORD-5099,SUB-1010,2023-03-06,Classic,34.76321963187502,13.0,completed,card
ORD-5100,SUB-1010,2023-04-07,Classic,34.624507963039036,13.0,completed,card
ORD-5101,SUB-1010,2023-05-08,Classic,34.605512784012,13.0,completed,paypal
ORD-5102,SUB-1010,2023-06-07,Classic,34.96272905165121,13.0,completed,mpesa
ORD-5103,SUB-1010,2023-07-07,Classic,35.51288052137134,13.0,failed,card
ORD-5104,SUB-1010,2023-08-07,Classic,34.43291954436921,13.0,completed,card
ORD-5105,SUB-1010,2023-09-07,Classic,34.35150177722793,13.0,completed,card
ORD-5106,SUB-1010,2023-10-06,Classic,35.197680392132256,13.0,completed,card
ORD-5107,SUB-1011,2023-01-08,Classic,34.60531849176535,13.0,completed,mpesa
ORD-5108,SUB-1011,2023-02-10,Classic,35.50399967168461,13.0,completed,mpesa
ORD-5109,SUB-1011,2023-03-10,Classic,34.83395873526442,13.0,completed,mpesa
ORD-5110,SUB-1011,2023-04-08,Classic,34.42691365618561,13.0,completed,mpesa
ORD-5111,SUB-1011,2023-05-08,Classic,34.48676629440015,13.0,completed,card
ORD-5112,SUB-1011,2023-06-10,Classic,34.43738278402854,13.0,completed,paypal
ORD-5113,SUB-1011,2023-07-08,Classic,34.858392438893645,13.0,failed,mpesa
ORD-5114,SUB-1011,2023-08-11,Classic,35.361785532022594,13.0,completed,paypal
ORD-5115,SUB-1011,2023-09-08,Classic,35.57662881814525,13.0,completed,paypal
ORD-5116,SUB-1011,2023-10-11,Classic,35.43053117023325,13.0,completed,mpesa
ORD-5117,SUB-1011,2023-11-08,Classic,34.682876986095145,13.0,completed,card
ORD-5118,SUB-1012,2023-01-14,Classic,35.21656248599184,13.0,completed,paypal
ORD-5119,SUB-1013,2023-01-28,Classic,35.67804903390343,13.0,completed,mpesa
ORD-5120,SUB-1013,2023-02-28,Classic,34.88499635082251,13.0,completed,paypal
ORD-5121,SUB-1013,2023-03-29,Classic,35.38830367308824,13.0,completed,card
ORD-5122,SUB-1013,2023-04-26,Classic,34.65002513646413,13.0,completed,mpesa
ORD-5123,SUB-1013,2023-05-29,Classic,34.40263374506323,13.0,completed,card
ORD-5124,SUB-1013,2023-06-28,Classic,34.6085844233119,13.0,completed,mpesa
ORD-5125,SUB-1013,2023-07-26,Classic,34.64362895886557,13.0,completed,mpesa
ORD-5126,SUB-1014,2023-01-31,Starter,19.682152093403843,8.5,completed,paypal
ORD-5127,SUB-1014,2023-03-02,Starter,19.85975776668652,8.5,completed,card
ORD-5128,SUB-1014,2023-03-30,Starter,19.874162229614363,8.5,completed,paypal
ORD-5129,SUB-1014,2023-04-28,Starter,19.706259809656828,8.5,completed,card
ORD-5130,SUB-1014,2023-05-31,Starter,20.16503174251881,8.5,completed,card
ORD-5131,SUB-1014,2023-06-30,Starter,19.929810368474218,8.5,completed,card
ORD-5132,SUB-1014,2023-07-31,Starter,20.140266817444136,8.5,completed,card
ORD-5133,SUB-1014,2023-08-28,Starter,19.62060167928015,8.5,completed,card
ORD-5134,SUB-1014,2023-09-29,Starter,19.798952263511655,8.5,completed,card
ORD-5135,SUB-1014,2023-10-30,Starter,20.157728670188135,8.5,completed,card
ORD-5136,SUB-1014,2023-11-29,Starter,20.258696784988114,8.5,completed,card
ORD-5137,SUB-1014,2023-12-28,Starter,19.983590652842633,8.5,completed,card
ORD-5138,SUB-1014,2024-01-29,Starter,19.880459124572365,8.5,completed,paypal
ORD-5139,SUB-1014,2024-02-29,Starter,20.11852928308898,8.5,completed,card
ORD-5140,SUB-1014,2024-03-28,Starter,19.95010536372692,8.5,completed,card
ORD-5141,SUB-1014,2024-04-28,Starter,20.315821661956367,8.5,completed,paypal
ORD-5142,SUB-1014,2024-05-31,Starter,19.886033030809582,8.5,completed,card
ORD-5143,SUB-1014,2024-06-29,Starter,20.371781118126624,8.5,completed,card
ORD-5144,SUB-1014,2024-07-30,Starter,20.03355217764163,8.5,completed,card
ORD-5145,SUB-1014,2024-08-29,Starter,19.75914489253023,8.5,completed,mpesa
ORD-5146,SUB-1015,2023-01-05,Classic,34.32700977734381,13.0,completed,mpesa
ORD-5147,SUB-1015,2023-02-06,Classic,35.411773508629395,13.0,completed,mpesa
ORD-5148,SUB-1015,2023-03-07,Classic,34.89772014621743,13.0,completed,mpesa
ORD-5149,SUB-1015,2023-04-08,Classic,34.6889343887664,13.0,completed,card
ORD-5150,SUB-1015,2023-05-08,Classic,34.8164827660523,13.0,completed,mpesa
ORD-5151,SUB-1015,2023-06-08,Classic,34.527534501572845,13.0,completed,mpesa
ORD-5152,SUB-1015,2023-07-07,Classic,34.37133306067178,13.0,completed,mpesa
ORD-5153,SUB-1015,2023-08-07,Classic,34.637039543691984,13.0,completed,paypal
ORD-5154,SUB-1015,2023-09-06,Classic,34.78871256364079,13.0,completed,paypal
ORD-5155,SUB-1016,2023-01-05,Premium,55.02220537075753,18.5,completed,card
ORD-5156,SUB-1016,2023-02-06,Premium,55.27296321084164,18.5,completed,card
ORD-5157,SUB-1016,2023-03-05,Premium,55.053156410957385,18.5,completed,card
ORD-5158,SUB-1016,2023-04-06,Premium,54.20024517784007,18.5,completed,paypal
ORD-5159,SUB-1016,2023-05-07,Premium,54.632229656648676,18.5,completed,card
ORD-5160,SUB-1016,2023-06-04,Premium,55.78427541674029,18.5,completed,paypal
ORD-5161,SUB-1016,2023-07-04,Premium,55.60358338767452,18.5,completed,paypal
ORD-5162,SUB-1016,2023-08-04,Premium,55.76030209169961,18.5,completed,card
ORD-5163,SUB-1016,2023-09-07,Premium,54.96577411815228,18.5,completed,mpesa
ORD-5164,SUB-1016,2023-10-05,Premium,55.67595724928945,18.5,completed,paypal
ORD-5165,SUB-1016,2023-11-06,Premium,53.93102580631737,18.5,completed,mpesa
ORD-5166,SUB-1016,2023-12-07,Premium,55.6317282402419,18.5,completed,mpesa
ORD-5167,SUB-1017,2023-01-14,Classic,35.10431300708612,13.0,completed,mpesa
ORD-5168,SUB-1017,2023-02-16,Classic,34.307977607242016,13.0,completed,card
ORD-5169,SUB-1017,2023-03-17,Classic,34.339191329893374,13.0,completed,card
ORD-5170,SUB-1017,2023-04-16,Classic,34.777750267782174,13.0,completed,card
ORD-5171,SUB-1019,2023-01-17,Premium,55.19037841281118,18.5,completed,card
ORD-5172,SUB-1019,2023-02-16,Premium,54.43401521392042,18.5,completed,card
ORD-5173,SUB-1019,2023-03-15,Premium,55.10504900260776,18.5,completed,card
ORD-5174,SUB-1019,2023-04-16,Premium,55.529145078449304,18.5,completed,card
ORD-5175,SUB-1019,2023-05-16,Premium,55.20878047058557,18.5,completed,card
ORD-5176,SUB-1019,2023-06-17,Premium,54.28625210360588,18.5,completed,card
ORD-5177,SUB-1019,2023-07-17,Premium,54.37068079874971,18.5,completed,paypal
ORD-5178,SUB-1019,2023-08-17,Premium,55.553198792406484,18.5,completed,paypal
ORD-5179,SUB-1019,2023-09-14,Premium,55.14611686273993,18.5,completed,card
ORD-5180,SUB-1019,2023-10-17,Premium,55.57243095524006,18.5,completed,paypal
ORD-5181,SUB-1019,2023-11-16,Premium,54.02853572459241,18.5,completed,card
ORD-5182,SUB-1019,2023-12-17,Premium,54.763827857325914,18.5,completed,card
ORD-5183,SUB-1019,2024-01-17,Premium,54.73627669286674,18.5,completed,card
ORD-5184,SUB-1019,2024-02-17,Premium,53.96365198587003,18.5,completed,mpesa
ORD-5185,SUB-1019,2024-03-14,Premium,55.172595703699905,18.5,completed,card
ORD-5186,SUB-1019,2024-04-16,Premium,54.29951374515139,18.5,completed,mpesa
ORD-5187,SUB-1019,2024-05-17,Premium,54.44087563726946,18.5,completed,card
ORD-5188,SUB-1020,2023-01-08,Classic,34.384508611244776,13.0,completed,card
ORD-5189,SUB-1020,2023-02-10,Classic,34.56001247586924,13.0,completed,card
ORD-5190,SUB-1020,2023-03-11,Classic,35.29195950074643,13.0,completed,mpesa
ORD-5191,SUB-1020,2023-04-09,Classic,34.86971045781985,13.0,completed,mpesa
ORD-5192,SUB-1020,2023-05-10,Classic,34.93578837180063,13.0,completed,card
ORD-5193,SUB-1020,2023-06-11,Classic,34.57707981343695,13.0,completed,card
ORD-5194,SUB-1020,2023-07-09,Classic,35.31608696334061,13.0,completed,card
ORD-5195,SUB-1020,2023-08-10,Classic,35.59426361122762,13.0,completed,card
ORD-5196,SUB-1020,2023-09-10,Classic,34.92290931573091,13.0,completed,card
ORD-5197,SUB-1020,2023-10-08,Classic,35.379704438510835,13.0,completed,card
ORD-5198,SUB-1021,2023-01-25,Starter,19.913658160112632,8.5,completed,mpesa
ORD-5199,SUB-1021,2023-02-24,Starter,19.60122984447577,8.5,completed,card
ORD-5200,SUB-1021,2023-03-26,Starter,19.76898500505116,8.5,completed,card
ORD-5201,SUB-1021,2023-04-26,Starter,19.96914842688351,8.5,completed,paypal
ORD-5202,SUB-1021,2023-05-27,Starter,19.88886845752312,8.5,completed,card
ORD-5203,SUB-1022,2023-01-22,Classic,35.53589627219948,13.0,completed,card
ORD-5204,SUB-1022,2023-02-22,Classic,35.00155427506737,13.0,completed,mpesa
ORD-5205,SUB-1022,2023-03-23,Classic,34.68390983041191,13.0,completed,mpesa
ORD-5206,SUB-1022,2023-04-23,Classic,35.06802292604291,13.0,completed,card
ORD-5207,SUB-1022,2023-05-25,Classic,34.57743353601932,13.0,completed,card
ORD-5208,SUB-1022,2023-06-25,Classic,34.594655033801764,13.0,completed,mpesa
ORD-5209,SUB-1022,2023-07-22,Classic,34.65676602864369,13.0,completed,card
ORD-5210,SUB-1022,2023-08-22,Classic,34.55610330212274,13.0,completed,mpesa
ORD-5211,SUB-1022,2023-09-23,Classic,35.01812914877756,13.0,completed,card
ORD-5212,SUB-1022,2023-10-22,Classic,35.19984733858407,13.0,failed,paypal
ORD-5213,SUB-1022,2023-11-23,Classic,34.6781469646732,13.0,completed,card
ORD-5214,SUB-1022,2023-12-24,Classic,34.97612046525495,13.0,completed,card
ORD-5215,SUB-1022,2024-01-25,Classic,34.56674479172965,13.0,completed,card
ORD-5216,SUB-1022,2024-02-22,Classic,34.57496941430982,13.0,completed,mpesa
ORD-5217,SUB-1022,2024-03-23,Classic,35.53311723417218,13.0,completed,card
ORD-5218,SUB-1022,2024-04-22,Classic,35.071548759237224,13.0,completed,paypal
ORD-5219,SUB-1022,2024-05-23,Classic,34.80111510676928,13.0,completed,card
ORD-5220,SUB-1022,2024-06-23,Classic,34.41388637032253,13.0,completed,card
ORD-5221,SUB-1022,2024-07-22,Classic,35.20226828515407,13.0,completed,card
ORD-5222,SUB-1022,2024-08-25,Classic,35.3528129365365,13.0,completed,card
ORD-5223,SUB-1022,2024-09-25,Classic,34.72375563527009,13.0,completed,card
ORD-5224,SUB-1022,2024-10-25,Classic,35.568529653076936,13.0,completed,card
ORD-5225,SUB-1022,2024-11-22,Classic,34.295519418214035,13.0,completed,card
ORD-5226,SUB-1022,2024-12-22,Classic,34.87446138207085,13.0,completed,card
ORD-5227,SUB-1023,2023-01-27,Classic,34.911943675032056,13.0,completed,mpesa
ORD-5228,SUB-1023,2023-02-28,Classic,35.55782800585352,13.0,completed,paypal
ORD-5229,SUB-1023,2023-03-26,Classic,35.377820766922824,13.0,completed,paypal
ORD-5230,SUB-1023,2023-04-27,Classic,35.39189121760037,13.0,completed,card
ORD-5231,SUB-1023,2023-05-28,Classic,34.88600791350911,13.0,completed,mpesa
ORD-5232,SUB-1023,2023-06-27,Classic,35.44841821784735,13.0,completed,card
ORD-5233,SUB-1023,2023-07-27,Classic,34.63026362307528,13.0,completed,card
ORD-5234,SUB-1023,2023-08-29,Classic,34.52448362330364,13.0,completed,card
ORD-5235,SUB-1023,2023-09-26,Classic,35.49359399652551,13.0,completed,card
ORD-5236,SUB-1023,2023-10-27,Classic,34.61378603173763,13.0,completed,mpesa
ORD-5237,SUB-1024,2023-01-26,Premium,55.10556823934747,18.5,completed,mpesa
ORD-5238,SUB-1024,2023-02-26,Premium,54.9706723149559,18.5,completed,card
ORD-5239,SUB-1024,2023-03-23,Premium,55.75713589383703,18.5,completed,paypal
ORD-5240,SUB-1026,2023-01-20,Classic,34.70287764240174,13.0,completed,paypal
ORD-5241,SUB-1026,2023-02-19,Classic,34.34219281868122,13.0,completed,mpesa
ORD-5242,SUB-1026,2023-03-19,Classic,34.68904149472475,13.0,completed,card
ORD-5243,SUB-1026,2023-04-21,Classic,34.55027295244938,13.0,completed,card
ORD-5244,SUB-1026,2023-05-21,Classic,35.2736087568364,13.0,completed,card
ORD-5245,SUB-1026,2023-06-19,Classic,35.40674818872185,13.0,completed,card
ORD-5246,SUB-1026,2023-07-21,Classic,35.65372959268246,13.0,completed,paypal
ORD-5247,SUB-1026,2023-08-20,Classic,35.186814631697146,13.0,completed,card
ORD-5248,SUB-1026,2023-09-18,Classic,34.88733031688544,13.0,completed,card
ORD-5249,SUB-1026,2023-10-21,Classic,35.12109146986956,13.0,completed,card
ORD-5250,SUB-1026,2023-11-21,Classic,34.85657065678025,13.0,completed,mpesa
ORD-5251,SUB-1026,2023-12-21,Classic,35.327775734577244,13.0,completed,card
ORD-5252,SUB-1026,2024-01-18,Classic,35.55850824701893,13.0,completed,card
ORD-5253,SUB-1026,2024-02-20,Classic,34.96460040103093,13.0,completed,card
ORD-5254,SUB-1026,2024-03-20,Classic,35.07797672617793,13.0,completed,card
ORD-5255,SUB-1026,2024-04-20,Classic,34.997140022843375,13.0,completed,card
ORD-5256,SUB-1026,2024-05-19,Classic,34.90576037366819,13.0,completed,paypal
ORD-5257,SUB-1026,2024-06-19,Classic,34.55627666804279,13.0,completed,paypal
ORD-5258,SUB-1026,2024-07-18,Classic,34.68495413453196,13.0,completed,card
ORD-5259,SUB-1026,2024-08-19,Classic,34.78202977620745,13.0,completed,card
ORD-5260,SUB-1026,2024-09-18,Classic,34.507705871405534,13.0,completed,mpesa
ORD-5261,SUB-1026,2024-10-19,Classic,35.15494123417646,13.0,completed,mpesa
ORD-5262,SUB-1026,2024-11-18,Classic,35.56822882790708,13.0,completed,mpesa
ORD-5263,SUB-1026,2024-12-19,Classic,34.90344653593889,13.0,completed,mpesa
ORD-5264,SUB-1027,2023-01-16,Classic,34.293774538205724,13.0,completed,card
ORD-5265,SUB-1027,2023-02-14,Classic,34.71570670011441,13.0,completed,card
ORD-5266,SUB-1027,2023-03-15,Classic,34.90188578023225,13.0,completed,card
ORD-5267,SUB-1027,2023-04-14,Classic,35.007505491767226,13.0,completed,card
ORD-5268,SUB-1028,2023-01-27,Starter,19.602337686203402,8.5,completed,paypal
ORD-5269,SUB-1028,2023-03-02,Starter,20.324186156929468,8.5,failed,card
ORD-5270,SUB-1028,2023-03-28,Starter,20.08966653569524,8.5,completed,card
ORD-5271,SUB-1028,2023-04-28,Starter,20.087936497243273,8.5,completed,mpesa
ORD-5272,SUB-1028,2023-05-29,Starter,20.06040708757511,8.5,completed,paypal
ORD-5273,SUB-1028,2023-06-27,Starter,20.29972578681112,8.5,completed,card
ORD-5274,SUB-1029,2023-01-22,Premium,54.59262724894228,18.5,completed,card
ORD-5275,SUB-1029,2023-02-21,Premium,55.11151488112438,18.5,completed,mpesa
ORD-5276,SUB-1029,2023-03-23,Premium,55.36313641353677,18.5,completed,mpesa
ORD-5277,SUB-1029,2023-04-23,Premium,54.02067745725243,18.5,completed,paypal
ORD-5278,SUB-1029,2023-05-23,Premium,54.352513508689455,18.5,completed,mpesa
ORD-5279,SUB-1029,2023-06-22,Premium,54.144908798719385,18.5,completed,card
ORD-5280,SUB-1029,2023-07-20,Premium,55.53191133500133,18.5,completed,mpesa
ORD-5281,SUB-1029,2023-08-23,Premium,55.8227767566557,18.5,completed,paypal
ORD-5282,SUB-1029,2023-09-22,Premium,54.31621561783806,18.5,completed,card
ORD-5283,SUB-1029,2023-10-20,Premium,55.65979159771005,18.5,completed,card
ORD-5284,SUB-1029,2023-11-22,Premium,54.718578639644214,18.5,completed,mpesa
ORD-5285,SUB-1029,2023-12-20,Premium,54.535456473624286,18.5,completed,mpesa
ORD-5286,SUB-1029,2024-01-23,Premium,55.79683278189984,18.5,completed,card
ORD-5287,SUB-1029,2024-02-22,Premium,55.75316685545947,18.5,completed,card
ORD-5288,SUB-1029,2024-03-20,Premium,54.73595834603224,18.5,completed,mpesa
ORD-5289,SUB-1029,2024-04-21,Premium,54.80945911219616,18.5,completed,card
ORD-5290,SUB-1029,2024-05-21,Premium,55.67819122945497,18.5,completed,mpesa
ORD-5291,SUB-1029,2024-06-23,Premium,55.18441291627291,18.5,completed,card
ORD-5292,SUB-1029,2024-07-20,Premium,55.02056013378777,18.5,completed,card
ORD-5293,SUB-1029,2024-08-20,Premium,54.524669481717886,18.5,completed,card
ORD-5294,SUB-1029,2024-09-23,Premium,56.04829020069716,18.5,completed,card
ORD-5295,SUB-1029,2024-10-22,Premium,54.62408402193199,18.5,completed,mpesa
ORD-5296,SUB-1029,2024-11-20,Premium,55.88705029085903,18.5,completed,paypal
ORD-5297,SUB-1030,2023-01-22,Starter,20.28260889930804,8.5,completed,mpesa
ORD-5298,SUB-1030,2023-02-23,Starter,20.293187418550307,8.5,completed,mpesa
ORD-5299,SUB-1030,2023-03-24,Starter,19.762472702650914,8.5,completed,mpesa
ORD-5300,SUB-1030,2023-04-22,Starter,20.222747746313804,8.5,completed,mpesa
ORD-5301,SUB-1030,2023-05-24,Starter,19.854354963624377,8.5,completed,mpesa
ORD-5302,SUB-1030,2023-06-22,Starter,20.325588435887692,8.5,completed,card
ORD-5303,SUB-1030,2023-07-25,Starter,20.215200821086874,8.5,completed,mpesa
ORD-5304,SUB-1030,2023-08-23,Starter,20.340653991376858,8.5,completed,mpesa
ORD-5305,SUB-1030,2023-09-25,Starter,19.86882704887105,8.5,completed,paypal
ORD-5306,SUB-1030,2023-10-25,Starter,20.148153948319937,8.5,completed,card
ORD-5307,SUB-1030,2023-11-22,Starter,19.817940700647195,8.5,completed,card
ORD-5308,SUB-1030,2023-12-25,Starter,20.353333842044805,8.5,completed,mpesa
ORD-5309,SUB-1030,2024-01-23,Starter,20.184608509642214,8.5,completed,card
ORD-5310,SUB-1030,2024-02-25,Starter,19.9735602282048,8.5,completed,mpesa
ORD-5311,SUB-1030,2024-03-25,Starter,19.840960766671724,8.5,completed,mpesa
ORD-5312,SUB-1030,2024-04-22,Starter,20.237122446469154,8.5,completed,mpesa
ORD-5313,SUB-1030,2024-05-24,Starter,19.801272098026757,8.5,completed,card
ORD-5314,SUB-1030,2024-06-24,Starter,20.31156482929581,8.5,completed,paypal
ORD-5315,SUB-1030,2024-07-23,Starter,19.891703343907203,8.5,completed,card
ORD-5316,SUB-1030,2024-08-24,Starter,20.354586324119694,8.5,completed,card
ORD-5317,SUB-1030,2024-09-25,Starter,19.80572111804872,8.5,completed,card
ORD-5318,SUB-1030,2024-10-25,Starter,20.071977931405172,8.5,failed,mpesa
ORD-5319,SUB-1030,2024-11-25,Starter,19.775663339028135,8.5,completed,paypal
ORD-5320,SUB-1030,2024-12-24,Starter,19.68791267596162,8.5,completed,card
ORD-5321,SUB-1031,2023-01-03,Classic,35.3341410805857,13.0,completed,card
ORD-5322,SUB-1031,2023-02-03,Classic,35.25172338707388,13.0,completed,card
