event_id,subscriber_id,campaign,event_date,sent,opened,clicked,converted,variant
EVT-10084,SUB-1686,ab_test_landing_v1,2024-08-11,1,0,0,0,v1
EVT-10085,SUB-1686,upsell_classic_to_premium,2024-07-01,1,0,0,0,
EVT-10086,SUB-1686,monthly_newsletter,2024-09-03,1,0,0,0,
EVT-10087,SUB-3296,churn_winback,2024-09-12,1,0,0,0,
EVT-10088,SUB-2955,monthly_newsletter,2024-07-30,1,1,0,0,
EVT-10089,SUB-2955,ab_test_landing_v2,2024-09-28,1,0,0,0,v2
EVT-10090,SUB-1208,monthly_newsletter,2024-01-06,1,0,0,0,
EVT-10091,SUB-1208,ab_test_landing_v1,2024-02-29,1,1,0,0,v1
EVT-10092,SUB-1208,monthly_newsletter,2024-03-20,1,0,0,0,
EVT-10093,SUB-1208,churn_winback,2023-08-30,1,1,0,0,
EVT-10094,SUB-1208,ab_test_landing_v1,2023-07-11,1,0,0,0,v1
EVT-10095,SUB-1208,ab_test_landing_v2,2024-02-23,1,0,0,0,v2
EVT-10096,SUB-1208,churn_winback,2024-03-14,1,0,0,0,
EVT-10097,SUB-1208,monthly_newsletter,2023-04-08,1,1,0,0,
EVT-10098,SUB-1208,ab_test_landing_v1,2023-11-03,1,0,0,0,v1
EVT-10099,SUB-2070,churn_winback,2024-09-14,1,0,0,0,
EVT-10100,SUB-2070,ab_test_landing_v2,2024-07-25,1,0,0,0,v2
EVT-10101,SUB-2298,monthly_newsletter,2024-11-30,1,0,0,0,
EVT-10102,SUB-1843,churn_winback,2024-02-05,1,0,0,0,
EVT-10103,SUB-2232,ab_test_landing_v2,2024-05-05,1,1,0,0,v2
EVT-10104,SUB-2232,ab_test_landing_v2,2024-12-11,1,0,0,0,v2
EVT-10105,SUB-2972,welcome_series,2024-09-24,1,0,0,0,
EVT-10106,SUB-2972,ab_test_landing_v1,2024-06-08,1,0,0,0,v1
EVT-10107,SUB-2972,ab_test_landing_v2,2024-06-23,1,1,1,0,v2
EVT-10108,SUB-2972,ab_test_landing_v1,2024-12-13,1,0,0,0,v1
EVT-10109,SUB-2431,ab_test_landing_v2,2024-03-04,1,0,0,0,v2
EVT-10110,SUB-2431,welcome_series,2024-08-28,1,0,0,0,
EVT-10111,SUB-3168,welcome_series,2024-10-18,1,0,0,0,
EVT-10112,SUB-3168,ab_test_landing_v1,2024-08-13,1,0,0,0,v1
EVT-10113,SUB-3168,monthly_newsletter,2024-08-14,1,1,0,0,
EVT-10114,SUB-3168,ab_test_landing_v2,2024-12-16,1,0,0,0,v2
EVT-10115,SUB-1777,churn_winback,2024-11-25,1,0,0,0,
EVT-10116,SUB-1777,monthly_newsletter,2024-04-04,1,0,0,0,
EVT-10117,SUB-1777,monthly_newsletter,2023-12-31,1,1,0,0,
EVT-10118,SUB-1777,churn_winback,2024-01-18,1,0,0,0,
EVT-10119,SUB-1084,ab_test_landing_v2,2024-02-08,1,0,0,0,v2
EVT-10120,SUB-1084,welcome_series,2024-01-17,1,0,0,0,
EVT-10121,SUB-1084,ab_test_landing_v1,2023-06-18,1,0,0,0,v1
EVT-10122,SUB-1084,welcome_series,2023-07-25,1,1,1,0,
EVT-10123,SUB-1084,ab_test_landing_v2,2023-12-24,1,0,0,0,v2
EVT-10124,SUB-1084,ab_test_landing_v1,2024-09-15,1,0,0,0,v1
EVT-10125,SUB-1460,welcome_series,2024-01-19,1,0,0,0,
EVT-10126,SUB-1460,ab_test_landing_v1,2023-11-21,1,0,0,0,v1
EVT-10127,SUB-3545,welcome_series,2024-12-28,1,0,0,0,
EVT-10128,SUB-3545,churn_winback,2024-11-26,1,1,0,0,
EVT-10129,SUB-3162,churn_winback,2024-11-16,1,0,0,0,
EVT-10130,SUB-3162,ab_test_landing_v1,2024-10-15,1,0,0,0,v1
EVT-10131,SUB-3162,churn_winback,2024-12-23,1,0,0,0,
EVT-10132,SUB-1403,monthly_newsletter,2024-10-11,1,1,0,0,
EVT-10133,SUB-1403,ab_test_landing_v1,2024-05-24,1,1,1,0,v1
EVT-10134,SUB-1403,ab_test_landing_v2,2023-07-09,1,0,0,0,v2
EVT-10135,SUB-1296,ab_test_landing_v1,2023-09-28,1,0,0,0,v1
EVT-10136,SUB-1296,ab_test_landing_v1,2024-11-05,1,0,0,0,v1
EVT-10137,SUB-1296,monthly_newsletter,2024-07-20,1,0,0,0,
EVT-10138,SUB-1459,churn_winback,2024-07-20,1,0,0,0,
EVT-10139,SUB-1459,ab_test_landing_v1,2023-11-24,1,0,0,0,v1
EVT-10140,SUB-1459,ab_test_landing_v1,2024-04-21,1,0,0,0,v1
EVT-10141,SUB-1459,monthly_newsletter,2024-05-31,1,0,0,0,
EVT-10142,SUB-1459,monthly_newsletter,2023-09-09,1,0,0,0,
EVT-10143,SUB-1459,churn_winback,2024-02-21,1,0,0,0,
EVT-10144,SUB-1459,monthly_newsletter,2023-07-12,1,0,0,0,
EVT-10145,SUB-1459,monthly_newsletter,2023-09-16,1,1,0,0,
EVT-10146,SUB-1459,upsell_classic_to_premium,2024-05-14,1,0,0,0,
EVT-10147,SUB-2647,ab_test_landing_v2,2024-03-23,1,0,0,0,v2
EVT-10148,SUB-2647,welcome_series,2024-04-07,1,0,0,0,
EVT-10149,SUB-2647,upsell_classic_to_premium,2024-08-18,1,0,0,0,
EVT-10150,SUB-1621,upsell_classic_to_premium,2023-07-15,1,0,0,0,
EVT-10151,SUB-1621,ab_test_landing_v2,2023-12-08,1,0,0,0,v2
EVT-10152,SUB-1621,ab_test_landing_v2,2023-09-05,1,0,0,0,v2
EVT-10153,SUB-1621,monthly_newsletter,2024-08-31,1,0,0,0,
EVT-10154,SUB-1621,welcome_series,2023-08-02,1,0,0,0,
EVT-10155,SUB-1621,ab_test_landing_v1,2024-06-24,1,0,0,0,v1
EVT-10156,SUB-1621,ab_test_landing_v1,2024-05-04,1,0,0,0,v1
EVT-10157,SUB-1320,welcome_series,2024-04-29,1,0,0,0,
EVT-10158,SUB-1320,monthly_newsletter,2024-09-11,1,0,0,0,
EVT-10159,SUB-1320,upsell_classic_to_premium,2024-01-13,1,1,0,0,
EVT-10160,SUB-1317,upsell_classic_to_premium,2024-09-08,1,1,0,0,
EVT-10161,SUB-1317,ab_test_landing_v2,2023-10-21,1,0,0,0,v2
EVT-10162,SUB-1317,upsell_classic_to_premium,2024-04-01,1,1,1,1,
EVT-10163,SUB-1317,ab_test_landing_v1,2024-02-17,1,0,0,0,v1
EVT-10164,SUB-1317,ab_test_landing_v1,2024-08-11,1,0,0,0,v1
EVT-10165,SUB-1317,welcome_series,2024-04-25,1,0,0,0,
EVT-10166,SUB-3436,monthly_newsletter,2024-12-25,1,0,0,0,
EVT-10167,SUB-3436,upsell_classic_to_premium,2024-12-23,1,0,0,0,
EVT-10168,SUB-1826,upsell_classic_to_premium,2024-06-21,1,0,0,0,
EVT-10169,SUB-1826,ab_test_landing_v2,2024-08-07,1,1,0,0,v2
EVT-10170,SUB-1826,monthly_newsletter,2024-06-11,1,0,0,0,
EVT-10171,SUB-2179,welcome_series,2024-08-26,1,1,1,0,
EVT-10172,SUB-2179,ab_test_landing_v1,2024-02-22,1,1,0,0,v1
EVT-10173,SUB-1896,monthly_newsletter,2024-10-04,1,1,1,0,
EVT-10174,SUB-1896,welcome_series,2024-07-15,1,0,0,0,
EVT-10175,SUB-1896,ab_test_landing_v1,2024-08-11,1,0,0,0,v1
EVT-10176,SUB-1896,monthly_newsletter,2024-10-07,1,0,0,0,
EVT-10177,SUB-1896,welcome_series,2024-07-24,1,0,0,0,
EVT-10178,SUB-1896,monthly_newsletter,2024-11-15,1,0,0,0,
EVT-10179,SUB-1896,ab_test_landing_v1,2024-09-23,1,0,0,0,v1
EVT-10180,SUB-1896,welcome_series,2024-05-11,1,0,0,0,
EVT-10181,SUB-2854,monthly_newsletter,2024-06-10,1,0,0,0,
EVT-10182,SUB-3294,upsell_classic_to_premium,2024-10-19,1,0,0,0,
EVT-10183,SUB-2467,ab_test_landing_v1,2024-03-15,1,0,0,0,v1
EVT-10184,SUB-2467,ab_test_landing_v2,2024-11-24,1,0,0,0,v2
EVT-10185,SUB-2554,monthly_newsletter,2024-09-16,1,0,0,0,
EVT-10186,SUB-2554,monthly_newsletter,2024-04-09,1,0,0,0,
EVT-10187,SUB-2554,welcome_series,2024-01-20,1,1,0,0,
EVT-10188,SUB-2554,welcome_series,2024-05-10,1,0,0,0,
EVT-10189,SUB-2554,ab_test_landing_v2,2024-08-21,1,0,0,0,v2
EVT-10190,SUB-2554,ab_test_landing_v1,2024-10-18,1,0,0,0,v1
EVT-10191,SUB-2554,welcome_series,2024-09-29,1,0,0,0,
EVT-10192,SUB-2554,welcome_series,2024-07-08,1,0,0,0,
EVT-10193,SUB-1860,ab_test_landing_v2,2024-09-09,1,0,0,0,v2
EVT-10194,SUB-1860,churn_winback,2024-08-03,1,0,0,0,
EVT-10195,SUB-1860,churn_winback,2023-09-05,1,1,1,0,
EVT-10196,SUB-1860,churn_winback,2024-11-25,1,0,0,0,
EVT-10197,SUB-1860,monthly_newsletter,2024-01-31,1,0,0,0,
EVT-10198,SUB-1860,churn_winback,2023-11-19,1,0,0,0,
EVT-10199,SUB-3133,monthly_newsletter,2024-07-24,1,1,0,0,
EVT-10200,SUB-3133,monthly_newsletter,2024-10-15,1,1,0,0,
EVT-10201,SUB-3133,ab_test_landing_v1,2024-11-01,1,0,0,0,v1
EVT-10202,SUB-3117,welcome_series,2024-11-14,1,0,0,0,
EVT-10203,SUB-3582,welcome_series,2024-12-13,1,0,0,0,
EVT-10204,SUB-2729,churn_winback,2024-11-20,1,0,0,0,
EVT-10205,SUB-1729,monthly_newsletter,2024-02-28,1,0,0,0,
EVT-10206,SUB-1729,monthly_newsletter,2024-08-30,1,0,0,0,
EVT-10207,SUB-1729,churn_winback,2023-12-16,1,1,0,0,
EVT-10208,SUB-1729,welcome_series,2024-02-20,1,0,0,0,
EVT-10209,SUB-1218,churn_winback,2024-05-12,1,1,0,0,
EVT-10210,SUB-1218,monthly_newsletter,2024-08-13,1,1,0,0,
EVT-10211,SUB-1218,welcome_series,2023-08-16,1,0,0,0,
EVT-10212,SUB-1218,upsell_classic_to_premium,2024-06-14,1,1,0,0,
EVT-10213,SUB-1502,ab_test_landing_v2,2024-08-28,1,0,0,0,v2
EVT-10214,SUB-1502,monthly_newsletter,2024-01-31,1,1,1,0,
EVT-10215,SUB-1502,churn_winback,2024-07-08,1,0,0,0,
EVT-10216,SUB-1502,monthly_newsletter,2024-08-13,1,0,0,0,
EVT-10217,SUB-1502,ab_test_landing_v2,2024-12-14,1,1,1,0,v2
EVT-10218,SUB-1502,monthly_newsletter,2024-11-09,1,0,0,0,
EVT-10219,SUB-1502,ab_test_landing_v2,2023-09-14,1,0,0,0,v2
EVT-10220,SUB-1502,welcome_series,2024-06-19,1,0,0,0,
EVT-10221,SUB-1321,ab_test_landing_v1,2023-10-25,1,0,0,0,v1
EVT-10222,SUB-1321,welcome_series,2024-01-25,1,0,0,0,
EVT-10223,SUB-1321,welcome_series,2023-04-27,1,0,0,0,
EVT-10224,SUB-1321,welcome_series,2023-07-04,1,0,0,0,
EVT-10225,SUB-1321,ab_test_landing_v2,2024-02-27,1,0,0,0,v2
EVT-10226,SUB-1321,ab_test_landing_v2,2024-07-14,1,0,0,0,v2
EVT-10227,SUB-3166,churn_winback,2024-11-10,1,1,0,0,
EVT-10228,SUB-3404,ab_test_landing_v2,2024-11-18,1,0,0,0,v2
EVT-10229,SUB-2576,monthly_newsletter,2024-08-08,1,0,0,0,
EVT-10230,SUB-2576,ab_test_landing_v1,2024-10-15,1,1,0,0,v1
EVT-10231,SUB-2576,churn_winback,2024-07-24,1,1,0,0,
EVT-10232,SUB-2576,ab_test_landing_v2,2024-06-24,1,0,0,0,v2
EVT-10233,SUB-1755,welcome_series,2024-05-12,1,1,0,0,
EVT-10234,SUB-1755,upsell_classic_to_premium,2023-10-07,1,0,0,0,
EVT-10235,SUB-1755,upsell_classic_to_premium,2024-06-13,1,0,0,0,
EVT-10236,SUB-1755,monthly_newsletter,2024-04-22,1,0,0,0,
EVT-10237,SUB-1755,churn_winback,2023-12-25,1,0,0,0,
EVT-10238,SUB-1755,ab_test_landing_v1,2024-01-30,1,1,0,0,v1
EVT-10239,SUB-1755,ab_test_landing_v1,2024-01-21,1,1,1,0,v1
EVT-10240,SUB-1755,monthly_newsletter,2024-09-03,1,0,0,0,
EVT-10241,SUB-2634,churn_winback,2024-11-26,1,1,0,0,
EVT-10242,SUB-2634,monthly_newsletter,2024-03-13,1,0,0,0,
EVT-10243,SUB-2634,ab_test_landing_v2,2024-03-26,1,0,0,0,v2
EVT-10244,SUB-2634,monthly_newsletter,2024-10-26,1,0,0,0,
EVT-10245,SUB-2634,welcome_series,2024-11-26,1,0,0,0,
EVT-10246,SUB-2634,monthly_newsletter,2024-06-06,1,0,0,0,
EVT-10247,SUB-2634,upsell_classic_to_premium,2024-04-30,1,0,0,0,
EVT-10248,SUB-1225,welcome_series,2024-03-22,1,0,0,0,
EVT-10249,SUB-1225,monthly_newsletter,2023-03-11,1,0,0,0,
EVT-10250,SUB-1225,ab_test_landing_v2,2024-03-06,1,1,0,0,v2
EVT-10251,SUB-1225,monthly_newsletter,2023-10-20,1,0,0,0,
EVT-10252,SUB-1225,ab_test_landing_v2,2023-11-07,1,1,1,0,v2
EVT-10253,SUB-1935,ab_test_landing_v2,2024-01-31,1,0,0,0,v2
EVT-10254,SUB-1935,ab_test_landing_v2,2023-10-21,1,1,1,0,v2
EVT-10255,SUB-1935,monthly_newsletter,2023-12-18,1,0,0,0,
EVT-10256,SUB-1935,churn_winback,2024-02-17,1,0,0,0,
EVT-10257,SUB-1935,monthly_newsletter,2023-09-24,1,0,0,0,
EVT-10258,SUB-1863,welcome_series,2024-05-17,1,0,0,0,
EVT-10259,SUB-1863,welcome_series,2024-02-20,1,0,0,0,
EVT-10260,SUB-1863,welcome_series,2023-12-06,1,0,0,0,
EVT-10261,SUB-1863,monthly_newsletter,2024-01-17,1,0,0,0,
EVT-10262,SUB-1707,churn_winback,2024-09-17,1,0,0,0,
EVT-10263,SUB-1707,ab_test_landing_v2,2024-04-27,1,0,0,0,v2
EVT-10264,SUB-1707,monthly_newsletter,2023-08-09,1,1,1,0,
EVT-10265,SUB-1707,ab_test_landing_v1,2024-12-02,1,0,0,0,v1
EVT-10266,SUB-1653,welcome_series,2024-04-12,1,0,0,0,
EVT-10267,SUB-1653,monthly_newsletter,2024-03-29,1,0,0,0,
EVT-10268,SUB-1653,welcome_series,2023-11-10,1,0,0,0,
EVT-10269,SUB-1653,monthly_newsletter,2024-12-17,1,1,1,0,
EVT-10270,SUB-1653,ab_test_landing_v2,2024-09-05,1,0,0,0,v2
EVT-10271,SUB-3337,churn_winback,2024-11-19,1,0,0,0,
EVT-10272,SUB-2218,upsell_classic_to_premium,2024-07-17,1,1,0,0,
EVT-10273,SUB-2218,monthly_newsletter,2024-04-09,1,1,0,0,
EVT-10274,SUB-2218,monthly_newsletter,2023-12-27,1,0,0,0,
EVT-10275,SUB-2589,churn_winback,2024-09-22,1,1,0,0,
EVT-10276,SUB-2589,upsell_classic_to_premium,2024-12-12,1,0,0,0,
EVT-10277,SUB-2589,welcome_series,2024-08-12,1,0,0,0,
EVT-10278,SUB-2589,welcome_series,2024-04-25,1,0,0,0,
EVT-10279,SUB-2589,ab_test_landing_v1,2024-02-27,1,1,1,0,v1
EVT-10280,SUB-2589,monthly_newsletter,2024-03-18,1,1,0,0,
EVT-10281,SUB-2589,welcome_series,2024-10-07,1,0,0,0,
EVT-10282,SUB-3249,monthly_newsletter,2024-10-22,1,0,0,0,
EVT-10283,SUB-3249,upsell_classic_to_premium,2024-12-27,1,0,0,0,
EVT-10284,SUB-1026,welcome_series,2024-05-16,1,1,0,0,
EVT-10285,SUB-1026,welcome_series,2024-08-28,1,0,0,0,
EVT-10286,SUB-1026,monthly_newsletter,2024-07-10,1,0,0,0,
EVT-10287,SUB-1026,ab_test_landing_v1,2023-12-15,1,1,1,0,v1
EVT-10288,SUB-2176,upsell_classic_to_premium,2024-01-30,1,0,0,0,
EVT-10289,SUB-2176,monthly_newsletter,2024-07-08,1,0,0,0,
EVT-10290,SUB-1708,churn_winback,2023-10-28,1,0,0,0,
EVT-10291,SUB-1708,welcome_series,2024-12-13,1,0,0,0,
EVT-10292,SUB-1708,ab_test_landing_v2,2024-05-15,1,1,0,0,v2
EVT-10293,SUB-2537,welcome_series,2024-06-04,1,0,0,0,
EVT-10294,SUB-2537,churn_winback,2024-03-07,1,0,0,0,
EVT-10295,SUB-2537,upsell_classic_to_premium,2024-08-02,1,0,0,0,
EVT-10296,SUB-2537,monthly_newsletter,2024-10-31,1,1,0,0,
EVT-10297,SUB-2537,welcome_series,2024-12-16,1,0,0,0,
EVT-10298,SUB-2537,ab_test_landing_v2,2024-08-04,1,1,1,0,v2
EVT-10299,SUB-2537,monthly_newsletter,2024-04-06,1,0,0,0,
EVT-10300,SUB-3389,ab_test_landing_v1,2024-12-08,1,0,0,0,v1
EVT-10301,SUB-3389,ab_test_landing_v2,2024-12-21,1,0,0,0,v2
EVT-10302,SUB-2157,churn_winback,2023-12-16,1,1,0,0,
EVT-10303,SUB-2157,upsell_classic_to_premium,2024-12-29,1,1,1,0,
EVT-10304,SUB-2157,churn_winback,2024-09-13,1,0,0,0,
EVT-10305,SUB-2157,ab_test_landing_v1,2024-07-11,1,1,0,0,v1
EVT-10306,SUB-1597,ab_test_landing_v1,2023-11-27,1,1,0,0,v1
EVT-10307,SUB-1597,monthly_newsletter,2024-08-15,1,0,0,0,
EVT-10308,SUB-1983,ab_test_landing_v2,2024-02-03,1,0,0,0,v2
EVT-10309,SUB-1983,churn_winback,2024-11-10,1,1,0,0,
EVT-10310,SUB-1983,welcome_series,2023-09-14,1,0,0,0,
EVT-10311,SUB-1983,upsell_classic_to_premium,2024-05-14,1,0,0,0,
EVT-10312,SUB-1983,monthly_newsletter,2023-10-11,1,0,0,0,
EVT-10313,SUB-2688,upsell_classic_to_premium,2024-07-19,1,1,1,0,
EVT-10314,SUB-2688,upsell_classic_to_premium,2024-02-26,1,0,0,0,
EVT-10315,SUB-1754,ab_test_landing_v2,2024-03-26,1,0,0,0,v2
EVT-10316,SUB-1754,churn_winback,2024-12-11,1,0,0,0,
EVT-10317,SUB-1754,ab_test_landing_v2,2024-12-18,1,0,0,0,v2
EVT-10318,SUB-1754,churn_winback,2023-08-03,1,0,0,0,
EVT-10319,SUB-1754,churn_winback,2023-11-16,1,0,0,0,
EVT-10320,SUB-1754,upsell_classic_to_premium,2024-04-12,1,0,0,0,
EVT-10321,SUB-1754,churn_winback,2023-10-08,1,1,1,0,
EVT-10322,SUB-1754,ab_test_landing_v1,2024-07-02,1,0,0,0,v1
EVT-10323,SUB-1754,welcome_series,2023-11-03,1,0,0,0,
EVT-10324,SUB-3049,ab_test_landing_v1,2024-08-02,1,0,0,0,v1
EVT-10325,SUB-1370,ab_test_landing_v1,2023-11-14,1,0,0,0,v1
EVT-10326,SUB-1370,monthly_newsletter,2023-08-14,1,0,0,0,
EVT-10327,SUB-1370,monthly_newsletter,2024-11-11,1,0,0,0,
EVT-10328,SUB-1370,welcome_series,2023-09-11,1,0,0,0,
EVT-10329,SUB-1370,ab_test_landing_v1,2023-09-02,1,1,0,0,v1
EVT-10330,SUB-1370,ab_test_landing_v1,2024-07-23,1,1,0,0,v1
EVT-10331,SUB-1370,churn_winback,2024-11-11,1,0,0,0,
EVT-10332,SUB-1533,ab_test_landing_v1,2023-11-25,1,0,0,0,v1
EVT-10333,SUB-1533,upsell_classic_to_premium,2024-08-01,1,0,0,0,
EVT-10334,SUB-1533,ab_test_landing_v1,2024-03-23,1,0,0,0,v1
EVT-10335,SUB-1533,ab_test_landing_v1,2023-10-10,1,1,0,0,v1
EVT-10336,SUB-1533,welcome_series,2024-03-22,1,0,0,0,
EVT-10337,SUB-1533,churn_winback,2024-03-15,1,0,0,0,
EVT-10338,SUB-1355,upsell_classic_to_premium,2024-09-07,1,1,0,0,
EVT-10339,SUB-1355,monthly_newsletter,2023-12-11,1,1,0,0,
EVT-10340,SUB-1355,upsell_classic_to_premium,2024-08-03,1,0,0,0,
EVT-10341,SUB-1355,churn_winback,2024-09-20,1,0,0,0,
EVT-10342,SUB-1355,monthly_newsletter,2024-05-16,1,1,0,0,
EVT-10343,SUB-1355,monthly_newsletter,2023-10-21,1,0,0,0,
EVT-10344,SUB-1355,churn_winback,2024-06-10,1,0,0,0,
EVT-10345,SUB-1355,ab_test_landing_v2,2024-01-11,1,0,0,0,v2
EVT-10346,SUB-1355,monthly_newsletter,2024-08-23,1,0,0,0,
EVT-10347,SUB-1355,ab_test_landing_v2,2024-07-07,1,0,0,0,v2
EVT-10348,SUB-1870,welcome_series,2023-11-28,1,1,0,0,
EVT-10349,SUB-1870,churn_winback,2024-04-12,1,0,0,0,
EVT-10350,SUB-1870,upsell_classic_to_premium,2024-05-22,1,0,0,0,
EVT-10351,SUB-1870,churn_winback,2024-06-15,1,0,0,0,
EVT-10352,SUB-1595,welcome_series,2023-07-16,1,0,0,0,
